supermarket,size,vacuum
REWE,V03,U 1010... 1037 Rolfy
REWE,V05,U 2300 bis 2399 (start 2010)
REWE,V05,"U 3201, 3202"
REWE,V05,"U 3210, 3410"
REWE,V05,"U 3420, 3440, 3450"
REWE,V04,U 3600 bis 3699 Pluto
REWE,V05,U 3700 bis 3799
REWE,V05,U 3900 bis 3999
REWE,V03,"U 400, 401, 404, 405"
REWE,V03,U 4111
REWE,V03,"U 412, 414, 416"
REWE,V05,"U 4210, 4220"
REWE,V03,"U 4401, 4402, 4405, 4406, 4408"
REWE,V04,U 4410 bis 4499 Quickstop
REWE,V04,U 4500 bis 4599 Bolido
REWE,V04,U 4600 bis 4699 Control
REWE,V05,"U 5002, 5003"
REWE,V03,"U 5005, 5507 Ultima"
REWE,V03,"U 5006, 5008 Mega"
REWE,V04,U 5400 bis 5499 Essensio
REWE,V04,U 6200 bis 6299 Modelys
REWE,V04,U 6400 bis 6499 AirMax
REWE,V04,U 6800 bis 6899 JetMaxx
REWE,V04,U 68FD 1 bis 9 JetMaxx
REWE,V04,U 7500 bis 7599 Maximus
REWE,V04,UC 6100 bis 6199 AirMax
REWE,V04,UC 6410 bis 6430 AirMax
REWE,V05,VC-N02BV
REWE,V05,VC-N02CV
REWE,,WAVES
REWE,V05,VC 100689
REWE,V05,VC 101965
REWE,V05,VC 15001
REWE,V05,VC-102573
REWE,V05,VC-103137.1
REWE,V05,VC-103919.1
REWE,V05,VC-160007
REWE,,WELLTON
REWE,V05,WVC-101
REWE,,WELTSTAR
REWE,V05,1200... 1999
REWE,V05,1420L
REWE,V05,1421
REWE,V05,1490L...1491
REWE,V05,1510
REWE,V05,2014 L… 2015
REWE,,WERTHEIM
REWE,V04,5030
REWE,V04,5035
REWE,,ZAFIR
REWE,V05,BS 1500 MBO
REWE,,ZANUSSI
REWE,V04,S-Bag
REWE,V04,Standard-Bag
REWE,V05,ZAN 2200… 2299 Serie
REWE,V05,ZAN 2300… 2399 Serie
REWE,V05,ZAN 2400… 2499 Serie
REWE,V05,ZAN 3002 CompactPower
REWE,V05,ZAN 3010
REWE,V05,ZAN 3015T
REWE,V05,ZAN 3020
REWE,V05,ZAN 3020R
REWE,V05,ZAN 3400… 3499 Serie
REWE,V04,ZAN 3600… 3630 Serie
REWE,V05,ZAN 3700… 3799 Serie
REWE,V05,ZAN 3900… 3999 Serie
REWE,V04,ZAN 4610… 4640 Serie
REWE,V04,ZAN 7700… 7799 Serie
